student_id,question_id,score,time_on_task
2674,5,61,366
2674,5,30,340
2674,6,49,97
2674,6,26,225
2674,6,69,347
2674,6,49,301
2674,7,100,118
2674,7,100,106
2674,7,67,125
2674,7,41,175
2674,8,61,124
2674,8,100,226
2674,8,40,110
2674,8,43,151
2674,9,32,207
2674,9,77,279
2674,9,24,309
2674,9,62,362
2674,9,38,250
2674,9,39,206
2674,10,52,358
2674,10,34,232
2674,10,91,306
6200,1,67,230
6200,1,47,235
6200,1,82,92
6200,1,68,167
6200,1,100,153
6200,1,84,138
6200,2,59,235
6200,2,59,196
6200,3,74,177
6200,3,50,200
6200,3,75,281
6200,3,70,86
6200,3,78,154
6200,3,91,169
6200,3,80,190
6200,4,58,185
6200,4,63,229
6200,5,84,229
6200,5,59,75
6200,5,80,170
6200,5,68,222
6200,5,68,70
6200,5,69,238
6200,5,58,159
6200,6,89,158
6200,6,53,196
6200,6,59,279
6200,6,55,220
6200,6,52,137
6200,6,86,183
6200,6,66,165
6200,7,100,119
6200,7,100,93
6200,7,95,108
6200,7,100,108
6200,7,100,119
6200,7,86,87
6200,8,100,127
6200,8,93,89
6200,8,81,165
6200,8,81,216
6200,9,91,191
6200,9,73,212
6200,9,91,133
6200,9,79,95
6200,9,88,117
6200,9,79,136
6200,9,77,122
6200,10,76,98
6200,10,70,365
6200,10,75,367
6200,10,87,158
6200,10,74,114
1501,1,82,161
1501,1,100,131
1501,1,84,96
1501,2,94,235
1501,2,71,90
1501,2,96,185
1501,2,82,67
1501,2,89,137
1501,2,72,139
1501,2,87,87
1501,3,89,97
1501,3,72,184
1501,3,69,86
1501,3,66,121
1501,3,60,151
1501,3,55,131
1501,4,63,270
1501,4,39,187
1501,4,58,278
1501,4,40,131
1501,4,55,162
1501,4,61,122
1501,4,40,212
1501,4,70,160
1501,4,63,217
1501,5,65,108
1501,5,81,159
1501,5,83,124
1501,5,64,228
1501,6,68,92
1501,6,100,149
1501,6,59,164
1501,6,63,201
1501,6,55,81
1501,6,89,236
1501,7,100,120
1501,7,100,135
1501,7,100,101
1501,8,60,81
1501,8,73,141
1501,9,77,115
1501,9,100,108
1501,9,73,168
1501,9,66,90
1501,9,55,247
1501,9,55,208
1501,10,77,282
1501,10,88,241
1501,10,94,326
1501,10,75,259
1501,10,63,300
1365,1,100,102
1365,1,75,127
1365,1,61,61
1365,2,83,43
1365,2,94,141
1365,2,84,118
1365,3,74,202
1365,4,75,222
1365,4,54,128
1365,5,100,115
1365,5,92,152
1365,6,98,53
1365,7,92,56
1365,8,82,104
1365,9,100,184
1365,9,92,124
1365,10,92,288
1365,10,66,43
1416,1,66,124
1416,2,88,176
1416,3,77,128
1416,3,83,55
1416,4,92,193
1416,4,57,173
1416,5,66,83
1416,6,88,114
1416,7,100,25
1416,7,100,22
1416,7,100,106
1416,8,79,101
1416,8,85,123
1416,9,74,220
1416,10,62,134
1416,10,100,313
1416,10,86,254
9870,1,43,231
9870,1,59,328
9870,1,87,210
9870,2,32,167
9870,2,57,290
9870,2,53,303
9870,2,55,248
9870,2,55,237
9870,2,100,359
9870,3,40,368
9870,3,17,344
9870,3,38,340
9870,4,68,265
9870,4,34,314
9870,4,85,123
9870,4,55,338
9870,4,61,128
9870,4,0,318
9870,4,15,153
9870,5,51,189
9870,5,54,199
9870,5,85,254
9870,5,73,280
9870,5,73,263
9870,6,12,378
9870,6,31,120
9870,6,40,265
9870,6,71,200
9870,6,75,386
9870,6,59,266
9870,7,100,189
9870,7,46,103
9870,7,100,69
9870,7,17,138
9870,8,59,111
9870,8,30,169
9870,8,100,221
9870,8,73,307
9870,8,47,355
9870,8,72,316
9870,8,58,249
9870,9,49,302
9870,9,51,319
9870,9,60,162
9870,10,74,239
9870,10,44,539
9870,10,66,360
9870,10,80,370
9870,10,0,390
9870,10,51,158
9870,10,85,198
9870,10,36,525
9870,10,42,240
1150,1,65,55
1150,1,92,29
1150,2,75,104
1150,2,64,154
1150,2,100,69
1150,3,72,195
1150,4,57,163
1150,5,79,206
1150,5,100,192
1150,6,90,19
1150,7,95,94
1150,7,100,9
1150,8,89,91
1150,8,92,41
1150,9,76,19
1150,9,91,135
1150,9,100,151
1150,10,100,143
1150,10,55,307
1150,10,90,75
7245,1,82,61
7245,1,83,47
7245,1,75,20
7245,2,84,75
7245,2,100,199
7245,3,100,91
7245,3,77,218
7245,3,63,153
7245,4,52,280
7245,5,91,45
7245,6,69,20
7245,6,85,63
7245,6,54,210
7245,7,100,96
7245,7,100,9
7245,7,100,64
7245,8,71,96
7245,9,100,114
7245,10,100,113
7245,10,100,299
4548,1,100,67
4548,1,100,189
4548,1,100,91
4548,2,90,81
4548,2,100,105
4548,3,94,159
4548,4,69,194
4548,4,77,272
4548,4,67,131
4548,5,100,134
4548,5,91,82
4548,5,77,147
4548,6,95,168
4548,7,87,111
4548,7,100,98
4548,8,92,138
4548,8,100,192
4548,8,98,175
4548,9,52,154
4548,9,75,132
4548,9,74,192
4548,10,87,196
4548,10,95,65
7915,1,0,228
7915,1,97,150
7915,1,43,84
7915,1,71,287
7915,1,32,294
7915,1,36,205
7915,1,10,177
7915,2,70,206
7915,2,41,277
7915,2,69,340
7915,2,66,276
7915,2,70,256
7915,2,84,189
7915,2,78,204
7915,3,22,129
7915,3,68,370
7915,3,76,384
7915,3,62,175
7915,3,14,265
7915,3,40,111
7915,3,63,214
7915,3,42,197
7915,4,43,341
7915,4,44,417
7915,4,64,449
7915,4,32,194
7915,4,27,145
7915,4,17,160
7915,5,100,282
7915,5,57,127
7915,5,95,296
7915,5,60,376
7915,5,23,271
7915,5,64,158
7915,5,34,377
7915,5,32,299
7915,5,80,143
7915,6,55,334
7915,6,40,332
7915,6,55,297
7915,6,55,190
7915,6,14,214
7915,6,11,388
7915,6,39,403
7915,6,71,351
7915,6,54,366
7915,7,85,110
7915,7,100,83
7915,7,69,53
7915,7,100,84
7915,8,54,148
7915,8,100,190
7915,8,53,139
7915,8,55,123
7915,9,50,312
7915,9,83,352
7915,9,87,89
7915,9,60,300
7915,9,100,181
7915,10,48,199
7915,10,19,188
7915,10,91,549
7915,10,44,312
7915,10,43,272
7915,10,92,467
1475,1,39,139
1475,1,49,235
1475,1,62,133
1475,1,47,34
1475,1,57,146
1475,2,53,274
1475,2,44,74
1475,2,53,115
1475,3,61,360
1475,3,28,361
1475,3,39,466
1475,3,37,150
1475,3,38,197
1475,4,36,71
1475,4,44,358
1475,4,40,314
1475,5,44,86
1475,5,59,412
1475,5,32,435
1475,6,45,130
1475,6,35,328
1475,6,18,219
1475,7,61,201
1475,7,46,31
1475,7,63,19
1475,7,65,133
1475,7,51,89
1475,8,49,261
1475,8,53,241
1475,8,44,207
1475,9,62,154
1475,9,36,259
1475,9,27,136
1475,9,49,129
1475,10,47,276
1475,10,58,82
1475,10,60,600
9644,1,55,240
9644,1,45,219
9644,1,61,65
9644,2,30,114
9644,2,40,98
9644,2,63,376
9644,3,60,60
9644,3,65,171
9644,3,44,351
9644,4,28,483
9644,4,37,122
9644,4,39,65
9644,5,52,428
9644,5,39,57
9644,5,30,70
9644,5,19,115
9644,6,23,324
9644,6,58,87
9644,6,25,123
9644,7,42,174
9644,7,59,36
9644,7,84,187
9644,7,56,177
9644,7,59,220
9644,8,52,125
9644,8,44,190
9644,8,76,124
9644,8,69,42
9644,8,54,125
9644,9,55,167
9644,9,67,180
9644,9,33,347
9644,10,25,554
9644,10,47,270
9644,10,50,443
9644,10,35,99
9644,10,15,591
4632,1,42,119
4632,1,33,319
4632,1,38,193
4632,2,43,233
4632,2,17,382
4632,2,40,385
4632,2,51,318
4632,3,35,213
4632,3,78,193
4632,3,37,172
4632,3,47,452
4632,4,20,51
4632,4,36,110
4632,4,42,131
4632,4,35,342
4632,4,22,503
4632,4,27,418
4632,5,26,101
4632,5,31,298
4632,5,65,95
4632,6,44,69
4632,6,43,301
4632,6,21,137
4632,7,50,85
4632,7,75,77
4632,7,52,119
4632,7,31,34
4632,7,41,50
4632,8,42,365
4632,8,43,376
4632,8,50,349
4632,8,58,289
4632,9,50,314
4632,9,46,230
4632,9,69,47
4632,10,51,471
4632,10,62,159
4632,10,54,255
8174,1,59,301
8174,1,59,182
8174,1,89,259
8174,1,52,131
8174,1,100,183
8174,1,48,347
8174,1,50,322
8174,1,75,274
8174,2,79,140
8174,2,72,151
8174,2,60,318
8174,2,32,173
8174,2,63,194
8174,2,6,182
8174,2,52,96
8174,2,100,344
8174,2,23,276
8174,3,67,156
8174,3,88,404
8174,3,48,164
8174,4,23,457
8174,4,33,168
8174,4,14,202
8174,4,64,234
8174,4,57,311
8174,4,47,461
8174,4,5,322
8174,4,46,462
8174,4,43,323
8174,5,0,347
8174,5,100,220
8174,5,86,242
8174,5,17,143
8174,5,82,348
8174,5,58,147
8174,6,27,117
8174,6,38,159
8174,6,92,336
8174,6,51,136
8174,6,66,160
8174,6,19,146
8174,6,61,209
8174,6,37,109
8174,6,84,208
8174,7,100,84
8174,7,74,156
8174,7,73,79
8174,7,100,116
8174,7,63,149
8174,7,50,141
8174,7,100,72
8174,8,59,312
8174,8,69,266
8174,8,90,353
8174,8,17,86
8174,8,92,168
8174,8,57,213
8174,8,46,91
8174,8,76,96
8174,9,30,238
8174,9,38,193
8174,9,76,235
8174,9,34,242
8174,9,54,288
8174,10,34,411
8174,10,66,259
8174,10,75,261
8174,10,43,460
8174,10,64,164
8174,10,84,270
8174,10,63,489
9123,1,85,86
9123,1,85,129
9123,1,82,170
9123,1,47,166
9123,1,0,308
9123,2,100,324
9123,2,51,347
9123,2,90,198
9123,2,76,85
9123,2,77,127
9123,3,71,109
9123,3,28,231
9123,3,13,388
9123,3,7,163
9123,3,27,207
9123,4,56,391
9123,4,52,304
9123,4,25,222
9123,4,38,212
9123,4,57,180
9123,4,85,169
9123,4,30,150
9123,4,75,251
9123,4,76,401
9123,4,69,382
9123,5,30,207
9123,5,48,223
9123,5,60,338
9123,5,81,380
9123,6,30,106
9123,6,42,297
9123,6,87,119
9123,6,90,116
9123,7,80,126
9123,7,88,136
9123,7,22,156
9123,7,100,191
9123,7,56,171
9123,7,55,135
9123,7,19,124
9123,8,79,187
9123,8,17,281
9123,8,39,310
9123,9,100,138
9123,9,47,265
9123,9,60,104
9123,9,69,306
9123,9,10,335
9123,9,45,220
9123,10,77,401
9123,10,65,359
9123,10,59,489
9123,10,55,314
9123,10,51,497
9123,10,58,209
9123,10,64,183
9123,10,100,522
4818,1,100,119
4818,2,100,11
4818,2,71,56
4818,3,92,25
4818,3,98,158
4818,3,96,125
4818,4,76,283
4818,4,61,47
4818,5,100,40
4818,5,83,46
4818,6,100,52
4818,7,100,74
4818,7,100,39
4818,7,54,67
4818,8,100,100
4818,8,96,109
4818,9,86,46
4818,9,100,141
4818,10,76,193
4818,10,65,252
6663,1,58,113
6663,1,100,184
6663,1,52,259
6663,1,40,281
6663,1,65,249
6663,2,99,207
6663,2,36,230
6663,2,45,183
6663,2,31,139
6663,2,55,106
6663,2,44,112
6663,3,61,217
6663,3,74,234
6663,3,75,151
6663,3,58,236
6663,3,43,365
6663,3,54,105
6663,3,31,155
6663,4,37,287
6663,4,7,264
6663,4,25,466
6663,4,40,413
6663,4,22,181
6663,4,67,344
6663,4,2,183
6663,4,65,413
6663,4,13,328
6663,5,0,290
6663,5,98,381
6663,5,40,253
6663,5,97,222
6663,5,17,184
6663,5,16,189
6663,5,68,312
6663,5,54,205
6663,5,89,313
6663,6,45,389
6663,6,8,241
6663,6,36,255
6663,6,72,146
6663,6,53,265
6663,7,80,185
6663,7,46,143
6663,7,89,181
6663,7,91,126
6663,7,63,96
6663,7,100,101
6663,8,38,249
6663,8,36,143
6663,8,5,305
6663,8,100,141
6663,9,100,283
6663,9,61,135
6663,9,22,298
6663,9,63,216
6663,9,67,224
6663,9,82,385
6663,10,48,263
6663,10,52,245
6663,10,100,132
6663,10,0,333
6663,10,61,316
6663,10,68,442
6663,10,46,255
4782,1,55,213
4782,1,51,196
4782,1,78,201
4782,2,59,77
4782,2,63,152
4782,2,69,410
4782,2,6,219
4782,2,84,289
4782,3,38,183
4782,3,40,288
4782,3,48,280
4782,3,44,383
4782,3,42,176
4782,4,47,251
4782,4,24,326
4782,4,28,158
4782,4,56,170
4782,4,24,148
4782,4,39,357
4782,5,62,54
4782,5,44,165
4782,5,43,288
4782,6,21,178
4782,6,27,445
4782,6,29,185
4782,7,93,147
4782,7,69,207
4782,7,52,205
4782,7,81,62
4782,8,55,373
4782,8,65,148
4782,8,50,406
4782,8,24,175
4782,9,32,36
4782,9,17,301
4782,9,40,431
4782,10,32,400
4782,10,38,503
4782,10,34,537
4782,10,51,177
4584,1,81,28
4584,1,77,10
4584,2,100,28
4584,2,73,90
4584,3,81,36
4584,4,57,236
4584,4,58,62
4584,4,63,106
4584,5,94,103
4584,5,81,125
4584,6,92,222
4584,6,100,128
4584,6,74,73
4584,7,100,27
4584,8,93,198
4584,9,94,214
4584,10,90,51
8530,1,75,188
8530,1,85,118
8530,1,60,85
8530,1,62,125
8530,1,77,92
8530,1,53,103
8530,1,81,150
8530,2,65,68
8530,2,72,182
8530,2,73,86
8530,2,74,148
8530,2,84,246
8530,3,51,146
8530,3,59,99
8530,3,71,259
8530,4,46,338
8530,4,61,184
8530,4,61,93
8530,4,49,204
8530,4,45,136
8530,5,86,107
8530,5,84,248
8530,5,82,67
8530,6,82,134
8530,6,61,127
8530,6,80,180
8530,6,72,85
8530,6,53,93
8530,6,87,240
8530,6,84,252
8530,7,100,69
8530,7,100,81
8530,7,100,132
8530,7,100,95
8530,7,85,109
8530,8,99,183
8530,8,85,87
8530,8,73,129
8530,8,70,125
8530,8,84,199
8530,9,77,153
8530,9,64,259
8530,9,86,251
8530,9,74,105
8530,9,85,95
8530,10,69,100
8530,10,74,285
8530,10,86,224
5747,1,57,33
5747,1,76,191
5747,1,41,323
5747,1,79,185
5747,1,32,351
5747,2,53,325
5747,2,46,173
5747,2,49,189
5747,2,19,161
5747,2,54,316
5747,3,45,233
5747,3,38,335
5747,3,33,263
5747,3,9,289
5747,3,55,187
5747,4,28,378
5747,4,44,108
5747,4,13,545
5747,5,56,183
5747,5,33,95
5747,5,41,43
5747,6,44,46
5747,6,28,64
5747,6,64,381
5747,6,42,461
5747,6,45,222
5747,7,84,134
5747,7,79,125
5747,7,81,45
5747,7,74,200
5747,8,59,387
5747,8,43,273
